,index,Escola,UF,Município,Endereço
151,73394,GRUPO ESCOLAR JOAO RODRIGUES DOS SANTOS,BA,Riachão das Neves,"FAZENDA POCO, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
152,73395,GRUPO ESCOLAR BRUNO LOPES DA ROCHA,BA,Riachão das Neves,"FAZENDA ANGICALINHO, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
153,73396,GRUPO ESCOLAR MARIANA GOMES FIGUEIREDO I E II,BA,Riachão das Neves,"FAZENDA DESERTO GERAIS, PREDIO. RURAL. 47970-000 Riachão das Neves - BA."
154,73397,ESCOLA MUNICIPAL BARROCAO,BA,Riachão das Neves,"RURAL, RURAL PREDIO. RURAL. 47970-000 Riachão das Neves - BA."
155,73398,ESCOLA MUNICIPAL HERCULANO FARIAS,BA,Riachão das Neves,"FAZENDA COCOS GERAIS, SN RURAL. RURAL. 47970-000 Riachão das Neves - BA."
156,73399,ESCOLA MUNICIPAL SANTA HELENA,BA,Riachão das Neves,"POVOADO DE MORADAS GERAIS, SN RURAL. RURAL. 47970-000 Riachão das Neves - BA."
157,73400,GRUPO ESCOLAR MUNICIPAL ANA CORREIA DE LACERDA,BA,Riachão das Neves,"FAZ. MANGUEIRA, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
158,73401,GRUPO ESCOLAR ATANAZIO CARVALHO DOS SANTOS,BA,Riachão das Neves,"FAZ. CRIOLO, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
159,73402,ESCOLA MUNICIPAL JOAO GONCALVES DE CARVALHO,BA,Riachão das Neves,"POVOADO DE CANUDOS, CASA RURAL. RURAL. 47970-000 Riachão das Neves - BA."
160,73403,ESCOLA MUNICIPAL SANTA REGINA I E II,BA,Riachão das Neves,"FAZENDA SALTO, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
161,73404,ESCOLA MUNICIPAL FRANCISCO CARDOSO DE SANTANA,BA,Riachão das Neves,"PRACA SAO LOURENCO, SN PREDIO. CARIPARE. 47970-000 Riachão das Neves - BA."
162,73405,GRUPO ESCOLAR FRANCISCO CORREIA DE LACERDA,BA,Riachão das Neves,"POVOADO QUATI, ZONA RURAL. 47970-000 Riachão das Neves - BA."
163,73406,ESCOLA MUNICIPAL HENRIQUE ANTONIO DOS SANTOS,BA,Riachão das Neves,"POV. DE PAJEU - CANUDOS, SN CASA. RURAL. 47970-000 Riachão das Neves - BA."
164,73407,GRUPO ESCOLAR PROFESSOR JOSE FELICIANO PACHECO,BA,Riachão das Neves,"POVOADO RIACHAO DO PINTOR, SN PREDIO ESCOLAR. ZONA RURAL. 47970-000 Riachão das Neves - BA."
165,73408,GRUPO ESCOLAR RAIMUNDO FERREIRA DA PAIXAO,BA,Riachão das Neves,"POVOADO DE AREIAS, S/N RURAL. RURAL. 47970-000 Riachão das Neves - BA."
166,73409,GRUPO ESCOLAR RUI BARBOSA,BA,Riachão das Neves,"RUA RUI BARBOSA, S/N 47970-000 Riachão das Neves - BA."
167,73410,GRUPO ESTADUAL DE CARIPARE,BA,Riachão das Neves,"RURAL, SN PREDIO. RURAL. 47970-000 Riachão das Neves - BA."
168,73411,GRUPO ESCOLAR CASTRO ALVES I,BA,Riachão das Neves,"RURAL, SN PREDIO. RURAL. 47970-000 Riachão das Neves - BA."
169,73412,GRUPO ESCOLAR HERMINIO CARLOS DOS SANTOS,BA,Riachão das Neves,"RUA PRINCIPAL, SN CASA. DISTRITO. 47970-000 Riachão das Neves - BA."
170,73413,GRUPO ESCOLAR BARAO DO RIO BRANCO,BA,Riachão das Neves,"RUA 13 DE MAIO, SN CASA. CENTRO. 47970-000 Riachão das Neves - BA."
171,73414,GRUPO ESCOLAR AMELIA LOPES,BA,Riachão das Neves,"POVOADO DE TAPERA, RURAL. RURAL. 47970-000 Riachão das Neves - BA."
172,73415,EE - COLEGIO EST PRESIDENTE MEDICI,BA,São Desidério,"RUA ABELARDO AUGUSTO DE SOUZA, 34 CENTRO. 47820-000 São Desidério - BA."
173,73416,ESCOLA MUNICIPAL ANTENOR BARBOSA DOS SANTOS,BA,São Desidério,"MORRAO, 47820-000 São Desidério - BA."
174,73417,ESCOLA MUNICIPAL FAUSTO JOSE DOS SANTOS,BA,São Desidério,"POVOADO DE GUARA, RURAL. 47820-000 São Desidério - BA."
175,73418,ESCOLA DE 1 GRAU DO POVOADO ANGICO,BA,São Desidério,"RUA JOSE APRIGIO, 100 PREDIO ESCOLAR. ZONA RURAL. 47820-000 São Desidério - BA."
176,73419,ESCOLA MUNICIPAL DEPUTADA NECY NOVAES,BA,São Desidério,"POVAODO CABECEIRA GRANDE, S/N ZONA RURAL. DISTRITO. 47820-000 São Desidério - BA."
177,73420,ESCOLA MUNICIPAL OLAVO PEREIRA DOS SANTOS,BA,São Desidério,"AVENIDA JK, CENTRO. 47820-000 São Desidério - BA."
178,73421,ESCOLA MUNICIPAL PRESIDENTE CASTELO BRANCO,BA,São Desidério,"RUA VANDERLIN RAFAEL DE SOUZA, 100 PREDIO. TANGARA. 47820-000 São Desidério - BA."
179,73422,EE - ESCOLA EST ANTONIO CARLOS MAGALHAES,BA,São Desidério,"R. RUA DR. VALERIO DE BRITO, 295 CENTRO. 47820-000 São Desidério - BA."
180,73423,ESCOLA MUNICIPAL DE 1º GRAU DR SILVA JARDIM,BA,São Desidério,"RUA ALBERTO PORTO, 291 ALTO DO CRISTO. 47820-000 São Desidério - BA."
181,73424,ESCOLA MUNICIPAL JOSE LOPES DA COSTA,BA,São Desidério,"POVOADO BAIXA DO COQUEIRO, ZONA RURAL. 47820-000 São Desidério - BA."
182,73425,ESCOLA MUNICIPAL WALDECK ORNELAS,BA,São Desidério,"POVOADO RODA VELHA III, SN RODOVIA DA SOJA. 47820-000 São Desidério - BA."
183,73426,ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES,BA,São Desidério,"RODA VELHA II, S/N PREDIO ESCOLAR. 47820-000 São Desidério - BA."
184,73427,ESCOLA MUNICIPAL SATURNINO SEVERIANO DE ALMEIDA,BA,São Desidério,"POVOADO DE BELEZA, RURAL. 47820-000 São Desidério - BA."
185,73428,ESCOLA MUNICIPAL FRANCISCO GONCALVES DE SOUZA,BA,São Desidério,"POVOADO MUTAMBA, SN ZONA RURAL. 47820-000 São Desidério - BA."
186,73429,ESCOLA MUNICIPAL FELIX FERREIRA DOS ANJOS,BA,São Desidério,"POVOADO DE PALMEIRAL, ZONA RURAL. 47820-000 São Desidério - BA."
187,73430,ESCOLA MUNICIPAL DIOLINO HONORIO PEREIRA,BA,São Desidério,"POVOADO CANABRAVAO, PREDIO ESCOLAR. ZONA RURAL. 47820-000 São Desidério - BA."
188,73431,ESCOLA MUNICIPAL HENRIQUE VIEIRA DE BARROS,BA,São Desidério,"POVOADO ALMAS, SN POVOADO DE ALMAS. 47820-000 São Desidério - BA."
189,73432,ESCOLA MUNICIPAL JOAO VIEIRA DE BARROS,BA,São Desidério,"POVOADO ILHA DO VITOR, PREDIO ESCOLAR. ZONA RURAL. 47820-000 São Desidério - BA."
190,73433,ESCOLA MUNICIPAL OTAVIANO PEREIRA DA SILVA,BA,São Desidério,"POVOADO DE CAMPO GRANDE, SN RURAL. 47820-000 São Desidério - BA."
191,73434,ESCOLA MUNICIPAL PAULO CAMARA,BA,São Desidério,"RUA DEILSON REALINO DOS SANTOS, 02 POVOADO RODA VELHA II. 47820-000 São Desidério - BA."
192,73435,ESCOLA MUNICIPAL MARIA FRANCISCA DA SILVA,BA,São Desidério,"POVOADO DE PONTEZINHA, SN RURAL. 47820-000 São Desidério - BA."
193,73436,ESCOLA MUNICIPAL JOAO BARBOSA DOS SANTOS,BA,São Desidério,"POVOADO DE PERDIZES, RURAL. 47820-000 São Desidério - BA."
194,73437,ESCOLA MUNICIPAL AVELINO JOSE DE SOUZA,BA,São Desidério,"POVOADO DE BATALHA, ZONA RURAL. 47820-000 São Desidério - BA."
195,73438,ESCOLA MUNICIPAL O PEQUENO PRINCIPE,BA,São Desidério,"RUA HELIDORO XAVIER DOS SANTOS, 139 CENTRO. 47820-000 São Desidério - BA."
196,73439,ESCOLA MUNICIPAL DEPUTADO LUIZ BRAGA,BA,São Desidério,"AVENIDA DUQUE DE CAXIAS, 464 PREDIO ESCOLAR. 47820-000 São Desidério - BA."
197,73440,ESCOLA MUNICIPAL MANOEL RODRIGUES DE CARVALHO,BA,São Desidério,"RUA DUQUE DE CAXIAS, 420 PREDIO ESCOLAR. DISTRITO. 47820-000 São Desidério - BA."
198,73441,ESCOLA MUNICIPAL PEDRO FERREIRA DOS ANJOS,BA,São Desidério,"AVENIDA DUQUE DE CAXIAS, 465 47820-000 São Desidério - BA."
199,73442,ESCOLA MUNICIPAL SAO LUIZ,BA,São Desidério,"POVOADO ESTIVA DO SITIO, 47820-000 São Desidério - BA."
200,73443,EE - COLEGIO ESTADUAL APARICIO JOSE DA SILVA,BA,Angical,"R. AVENIDA DEPUTADO MARCIO CARDOSO, 07 CENTRO. 47960-000 Angical - BA."
201,73444,COLEGIO MUNICIPAL JOAO DURVAL CARNEIRO,BA,Angical,"RUA DO CORREIO, S/N 47960-000 Angical - BA."
202,73445,ESCOLA MUNICIPAL SAO FRANCISCO DOS LAVRADORES,BA,Angical,"POVOADO DE GAMELEIRA, 47960-000 Angical - BA."
203,73446,ESCOLA MUNICIPAL ALICE ATTUA,BA,Angical,"RUA JOAO LEITE AMORIM, SN MISSAO DO ARICOBE. 47960-000 Angical - BA."
204,73447,ESCOLA MUNICIPAL VIDA E SABER,BA,Angical,"POVOADO DE JUNCO I, S/N ZONA RURAL. 47960-000 Angical - BA."
205,73448,ESCOLA MUNICIPAL IVO RODRIGUES MACHADO,BA,Angical,"POVOADO DE CRIOULAS, 47960-000 Angical - BA."
206,73449,ESCOLA MUNICIPAL ROSKILDE DE OLIVEIRA E SILVA,BA,Angical,"PRACA SANTA LUZIA, CENTRO. 47960-000 Angical - BA."
207,73450,ESCOLA MUNICIPAL VITORINO ANTONIO DE SANTANA,BA,Angical,"POVOADO DE ARICOBE, S/N 47960-000 Angical - BA."
208,73451,ESCOLA MUNICIPAL 14 DE JULHO,BA,Angical,"POVOADO OURICANGAS, SN ZONA RURAL. 47960-000 Angical - BA."
209,73452,ESCOLA MUNICIPAL CAMERINO JOSE DA SILVA,BA,Angical,"POVOADO DE LONTRA, ZONA RURAL. 47960-000 Angical - BA."
210,73453,ESCOLA MUNICIPAL DARIO COITE,BA,Angical,"POVOADO DE BENFICA, S/N 47960-000 Angical - BA."
211,73454,ESCOLA MUNICIPAL DEPUTADO MARCIO CARDOSO,BA,Angical,"RUA DO CORREIO, S/N MISSAO. 47960-000 Angical - BA."
212,73455,ESCOLA MUNICIPAL DOM RICARDO,BA,Angical,"POVOADO DE JUNCO II, SN CASA. ZONA RURAL. 47960-000 Angical - BA."
213,73456,ESCOLA MUNICIPAL EMILIO TAVARES DA CAMARA,BA,Angical,"AVENIDA PAULISTA, S/N MISSAO DE ARICOBE. 47960-000 Angical - BA."
214,73457,ESCOLA MUNICIPAL RENATO OLIVEIRA,BA,Angical,"RUA DESEMBARGADOR CLAUDIONOR RAMOS, 105 CENTRO. 47960-000 Angical - BA."
215,73458,EE - ESCOLA MUNICIPAL JUAREZ SOUZA,BA,Angical,"RUA DESEMBARGADOR CLAUDIONOR RAMOS, 145 CENTRO. 47960-000 Angical - BA."
216,73459,ESCOLA MUNICIPAL JOAO FRANCISCO DOS SANTOS,BA,Angical,"POVOADO DE ARAGUAIA, S/N 47960-000 Angical - BA."
217,73460,ESCOLA MUNICIPAL SENADOR ANTONIO CARLOS MAGALHAES,BA,Angical,"POVOADO MUCAMBINHO, ZONA RURAL. 47960-000 Angical - BA."
218,73461,ESCOLA MUNICIPAL JOAQUIM RODRIGUES DO NASCIMENTO,BA,Angical,"POVOADO DE MUCAMBINHO, 47960-000 Angical - BA."
219,73462,ESCOLA MUNICIPAL PREFEITO SULPICIO SEVERO DE OLIVEIRA,BA,Angical,"ALTO DA SANTA CRUZ, SN ALTO DA SANTA CRUZ. 47960-000 Angical - BA."
220,73463,ESCOLA MUNICIPAL SANTANA DE SERIEMA,BA,Angical,"POVOADO DE SANTANA DE SIRIEMA, S/N 47960-000 Angical - BA."
221,73464,ESCOLA MUNICIPAL HORMEZINDA DINIZ SERBETO,BA,Angical,"POVOADO DE FAZENDINHA, SN ZONA RURAL. 47960-000 Angical - BA."
222,73465,ESCOLA MUNICIPAL JUAREZ PEREIRA SERBETO,BA,Angical,"POVOADO BOM SUCESSO, 47960-000 Angical - BA."
223,73466,ESCOLA MUNICIPAL MANOEL JOAQUIM DOS SANTOS,BA,Angical,"DISTRITO MISSAO DE ARICOBE, MISSAO DE ARICOBE. 47960-000 Angical - BA."
224,73467,ESCOLA MUNICIPAL JOAQUIM MANOEL DE ALCANTARA,BA,Angical,"POVOADO DE RIACHAO DE ARICOBE, DISTRITO DE MISSAO DE ARICOBE. 47960-000 Angical - BA."
225,73468,ESCOLA MUNICIPAL MANOEL FIRMINO ALVES,BA,Angical,"SAO JOAQUIM, ZONA RURAL. 47960-000 Angical - BA."
226,73469,ESCOLA MUNICIPAL FRANCISCO COELHO SOBRINHO,BA,Brejolândia,"BREJOLANDIA BAHIA, 47750-000 Brejolândia - BA."
227,73470,CENTRO EDUCACIONAL MUNICIPAL BENTO LEMES DA SILVA,BA,Brejolândia,"POVOADO VILA NOVA, 00 LIMOEIRO. ZONA RURAL. 47750-000 Brejolândia - BA."
228,73471,ESCOLA MUNICIPAL DOMINGOS VIVALDO DA SILVA,BA,Brejolândia,"BREJOLANDIA BAHIA, 47750-000 Brejolândia - BA."
229,73472,ESCOLA MUNICIPAL INOCENCIO PEREIRA DE ARAUJO,BA,Brejolândia,"RUA JOSE NUNES BASTOS, S/N INOCENCIO PEREIRA. 47750-000 Brejolândia - BA."
230,73473,CENTRO EDUCACIONAL MUNICIPAL JOAQUIM JOSE DOS SANTOS,BA,Brejolândia,"POVOADO DE CAMPESRTE, 00 ZONA RURAL. 47750-000 Brejolândia - BA."
231,73474,ESCOLA MUNICIPAL SANTO ANTONIO,BA,Brejolândia,"BREJOLANDIA BAHIA, 47750-000 Brejolândia - BA."
232,73475,ESC MUN TOMAZ GREGORIO TOMAZ DOS SANTOS,BA,Brejolândia,"BREJAO DE BAIXO, 47750-000 Brejolândia - BA."
233,73476,ESCOLA MUNICIPAL OTAVIO BASTOS DELGADO,BA,Brejolândia,"RUA JOSE NUNES BASTOS, SN ESCOLA. CENTRO. 47750-000 Brejolândia - BA."
234,73477,ESCOLA MUNICIPAL PRESIDENTE MEDICI,BA,Brejolândia,"ADLELMO DE OLIVEIRA, S/N ESCOLA. CENTRO. 47750-000 Brejolândia - BA."
235,73478,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,BA,Brejolândia,"POVOADO DE BREJAO, 47750-000 Brejolândia - BA."
236,73479,CENTRO EDUCACIONAL MUN CONRADO ALVES DE ARAUJO,BA,Brejolândia,"POVOADO DE MOMBACA, 47750-000 Brejolândia - BA."
237,73480,ESCOLAMUNICIPAL JOAO LOPES GALVAO,BA,Brejolândia,"BREJINHO, 47750-000 Brejolândia - BA."
238,73481,ESCOLA MUNICIPAL MANOEL CANDIDO DE SOUZA,BA,Brejolândia,"SERRA, 47750-000 Brejolândia - BA."
239,73482,ESCOLA MUNICIPAL SAO SEBASTIAO,BA,Brejolândia,"BREJOLANDIA BAHIA, 47750-000 Brejolândia - BA."
240,73483,ESCOLA MUNICIPAL EUGENIO PEREIRA DA SILVA,BA,Brejolândia,"POVOADO DE BONITO, 47750-000 Brejolândia - BA."
241,73484,ESCOLA MUNICIPAL SARAFIM NERE DO PRADO,BA,Brejolândia,"POVOADO DE MAMONAL, S/N CENTRO. 47750-000 Brejolândia - BA."
242,73485,ESC MUN CENTRO EDUCACIONAL SANTA LUZIA,BA,Brejolândia,"POVOADO DE SANTA LUZIA, 47750-000 Brejolândia - BA."
243,73486,EE - COLEGIO ESTADUAL JUTAHY MAGALHAES,BA,Cotegipe,"NULL BARAO DO RIO BRANCO, 00122 CENTRO. 47900-000 Cotegipe - BA."
244,73487,ESCOLA ESTADUAL ANTONIO SERGIO CARNEIRO,BA,Cotegipe,"VILA SANTANA, SN CASA. VILA SANTANA. 47900-000 Cotegipe - BA."
245,73488,ESCOLA MUNICIPAL BOA ESPERANCA -ARAXA,BA,Cotegipe,"POVOADO DE ARAXA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
246,73489,ESCOLA MUNICIPAL JOSE DOS REIS,BA,Cotegipe,"POVOADO DE VENEZA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
247,73490,ESCOLA MUNICIPAL JOSE JOAO PEREIRA,BA,Cotegipe,"POVOADO DE BAIXA PRETA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
248,73491,ESCOLA MUNICIPAL NOSSA SENHORA DO ROSARIO,BA,Cotegipe,"POVOADO DE TAPERA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
249,73492,GINASIO OTACILIO PRADO,BA,Cotegipe,"AVENIDA OTACILIO PRADO, SN CASA. JUPAGUA. 47900-000 Cotegipe - BA."
250,73493,ESCOLA MUNICIPAL SATIRIO TAVARES DA CAMARA,BA,Cotegipe,"POVOADO DE COVIL, N PREDIO. RURAL. 47900-000 Cotegipe - BA."
251,73494,ESCOLA CASTRO ALVES,BA,Cotegipe,"POVOADO DE VAQUETAL, SN CASA. RURAL. 47900-000 Cotegipe - BA."
252,73495,ESCOLA ENGENHEIRO WALMIR BEZERRA,BA,Cotegipe,"FAZENDA JACAREZINHO, SN PREDIO. RURAL. 47900-000 Cotegipe - BA."
253,73496,EE - ESCOLA ESTADUAL JOAO ALDINO DE SA TELES,BA,Cotegipe,"PRACA DESENBARGADOR OSVALDO NUNES SENTO SE, S/Nº CASA. CENTRO. 47900-000 Cotegipe - BA."
254,73497,ESCOLA MUNICIPAL JOSE ANTONIO DE QUEIROZ,BA,Cotegipe,"POVOADO DE IRAQUE, SN PREDIO. RURAL. 47900-000 Cotegipe - BA."
255,73498,ESCOLA MUNICIPAL OTACILIO PRADO,BA,Cotegipe,"RUA ANTONIO MARIANI WANDERLEY, SN CASA. VISTA VERDE. 47900-000 Cotegipe - BA."
256,73499,ESCOLA MUNICIPAL SANTA CRUZ,BA,Cotegipe,"POVOADO DE JAGURITI, SN CASA. RURAL. 47900-000 Cotegipe - BA."
257,73500,ESCOLA MUNICIPAL ULISSES GRINALDO DE OLIVEIRA,BA,Cotegipe,"POVOADO DE BANDEIRA, SN PREDIO. RURAL. 47900-000 Cotegipe - BA."
258,73501,ESCOLA ESTADUAL DE TAGUA,BA,Cotegipe,"PRACA DA MATRIZ, SN PREDIO. TAGUA. 47900-000 Cotegipe - BA."
259,73502,ESCOLA ESPIRITO SANTO,BA,Cotegipe,"POVOADO DE TABATINGA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
260,73503,ESCOLA MUNICIPAL JOSE PARAGUASSU GUERREIRO,BA,Cotegipe,"JUPAGUA, SN CASA. RURAL. 47900-000 Cotegipe - BA."
261,73504,ESCOLA MUNICIPAL SAO JOAO,BA,Cotegipe,"POVOADO DE BENFICA, SN PREDIO. RURAL. 47900-000 Cotegipe - BA."
262,73505,ESCOLA MUNICIPAL CECILIA MEIRELES,BA,Cristópolis,"POVOADO DE BUQUEIRAO, S/N CASA. ZONA RURAL. 47950-000 Cristópolis - BA."
263,73506,EE - COLEGIO ESTADUAL DE CRISTOPOLIS,BA,Cristópolis,"NULL MAJOR CLARO, 675 CENTRO. 47950-000 Cristópolis - BA."
264,73507,COLEGIO MUNICIPAL SAO PEDRO,BA,Cristópolis,"AVENIDA SAO JOSE, 645 PREDIO. CENTRO. 47950-000 Cristópolis - BA."
265,73508,ESCOLA MUNICIPAL ESPIRITO SANTO,BA,Cristópolis,"POVOADO DE TABOQUINHA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
266,73509,ESCOLA MUNICIPAL JOAO JOSE DE ARAUJO,BA,Cristópolis,"POVOADO DE BOA VISTA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
267,73510,ESCOLA MUNICIPAL JOSE HERCULANO DIAS,BA,Cristópolis,"POVOADO MARRECAS, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
268,73511,COLEGIO MUNICIPAL MARIA CAROLINA,BA,Cristópolis,"RUA SAGRADO CORACAO DE JESUS, S/N PREDIO. POVOADO DE SITIO HERMENEGILDO. 47950-000 Cristópolis - BA."
269,73512,COLEGIO MUNICIPAL OLEGARIO FERREIRA DE OLIVEIRA,BA,Cristópolis,"POVOADO DE AGUA DOCE, SN PREDIO. 47950-000 Cristópolis - BA."
270,73513,ESCOLA MUNICIPAL OSCAR TEIXEIRA,BA,Cristópolis,"POVOADO DE BOA SORTE, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
271,73514,ESCOLA MUNICIPAL PEDRO JOSE CUSTODIO FILHO,BA,Cristópolis,"POVOADO DE MATA VELHA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
272,73515,COLEGIO MUNICIPAL PROFESSORA JANYRA DE SOUZA,BA,Cristópolis,"AVENIDA MINERVINA DESOUZA, S/N PREDIO. CANTINHO. 47950-000 Cristópolis - BA."
273,73516,ESCOLA MUNICIPAL RUI BARBOSA,BA,Cristópolis,"POVOADO DE CHAPRAO, PREDIO. POVOADO. 47950-000 Cristópolis - BA."
274,73517,ESCOLA MUNICIPAL SEBASTIAO CORDEIRO VASCO,BA,Cristópolis,"POVOADO DE PASSAGEM II, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
275,73518,ESCOLA MUNICIPAL SULPICIO JOSE ROMEIRO,BA,Cristópolis,"POVOADO DE LAGOA DO BOLO, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
276,73519,ESCOLA MUNICIPAL VALDEMIR DO PRADO,BA,Cristópolis,"POVOADO DE CERQUINHA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
277,73520,ESCOLA MUNICIPAL VIEIRA DE MELLO,BA,Cristópolis,"POVOADO DE VEREDA DO SAPE, 47950-000 Cristópolis - BA."
278,73521,ESCOLA MUNICIPAL GENERAL COSTA E SILVA,BA,Cristópolis,"POVOADO DEMATA DO CEDRO, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
279,73522,ESCOLA MUNICIPAL LAUDELINO PEREIRA,BA,Cristópolis,"POVOADO DE BARAUNA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
280,73523,ESCOLA MUNICIPAL SENHOR DO BONFIM,BA,Cristópolis,"POVOADO DE SAO JOAO, S/N CASA. ZONA RURAL. 47950-000 Cristópolis - BA."
281,73524,ESCOLA MUNICIPAL CASTRO ALVES,BA,Cristópolis,"POVOADO DE BEBEDOURO, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
282,73525,COLEGIO MUNICIPAL ELIEZER JOSE GONCALVES,BA,Cristópolis,"AVENIDA MAJOR CLARO, S/N PREDIO ESCOLAR. CENTRO. 47950-000 Cristópolis - BA."
283,73526,ESCOLA MUNICIPAL MENINO DEUS,BA,Cristópolis,"POVOADO DE VEREDA ALEGRE, 47950-000 Cristópolis - BA."
284,73527,ESCOLA MUNICIPAL MONTEIRO LOBATO,BA,Cristópolis,"POVOADO DE SANTA ROSA, SN ZONA RURAL. SANTA ROSA. 47950-000 Cristópolis - BA."
285,73528,ESCOLA MUNICIPAL SANTA TEREZINHA,BA,Cristópolis,"RUA AMAZONAS, S/N PREDIO. CANTINHO. 47950-000 Cristópolis - BA."
286,73529,ESCOLA MUNICIPAL MATEUS MACEDO,BA,Cristópolis,"POVOADO DE POCO NOVO, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
287,73530,COLEGIO MUNICIPAL OSVALDO FERNANDES DE SOUZA,BA,Cristópolis,"POVOADO DE LAGOA DE OSCAR, S/N PREDIO ESCOLAR. ZONA RURAL. 47950-000 Cristópolis - BA."
288,73531,ESCOLA MUNICIPAL RAQUEL DE QUEIROZ,BA,Cristópolis,"POVOADO DE CABECEIRINHA, S/N ZONA RURAL. ZONA RURAL. 47950-000 Cristópolis - BA."
289,73532,ESCOLA MUNICIPAL SEBASTIAO PEREIRA,BA,Cristópolis,"POVOADO DO SAPE DO MARIANO, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
290,73533,ESCOLA MUNICIPAL MARIO QUINTANA,BA,Cristópolis,"POVOADO DE POCOS, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
291,73534,ESCOLA MUNICIPAL TOME DE SOUZA,BA,Cristópolis,"POVOADO DE VAQUEJADA, S/N PREDIO. ZONA RURAL. 47950-000 Cristópolis - BA."
292,73535,COLEGIO MUNICIPAL DE MANSIDAO,BA,Mansidão,"PRACA JK, NS PREDIO. CENTRO. 47160-000 Mansidão - BA."
293,73536,CENTRO EDUCACIONAL MUNICIPAL SANTO ANTONIO,BA,Mansidão,"POVOADO, 47160-000 Mansidão - BA."
294,73537,ESCOLA MUNICIPAL ALVORADA I,BA,Mansidão,"ZONA RURAL, 47160-000 Mansidão - BA."
295,73538,GRUPO ESCOLAR ANTONIO DIAS DOS SANTOS,BA,Mansidão,"POVOADO SAO JOSE, PREDIO. POVOADO. 47160-000 Mansidão - BA."
296,73539,ESCOLA MUNICIPAL CASTRO ALVES,BA,Mansidão,"POVOADO DE MANSIDAO, PREDIO. POVOADO. 47160-000 Mansidão - BA."
297,73540,CENTRO EDUCACIONAL MUN CARLOS BATISTA DE OLIVEIRA,BA,Mansidão,"POVOADO DO GATO, PREDIO. POVOADO. 47160-000 Mansidão - BA."
298,73541,ESCOLA MUNICIPAL DAVINA SARAIVA,BA,Mansidão,"PRACA JOAO PROCOPIO, SN PREDIO. BARREIRINHA. 47160-000 Mansidão - BA."
299,73542,GR ESC DIOCLECIANO JOSE DE OLIVEIRA,BA,Mansidão,"POVOADO PORENQUANTO, 47160-000 Mansidão - BA."
300,73543,GRUPO ESCOLAR ESTANDISLAU DA ROCHA,BA,Mansidão,"POVOADO JUA 1, 000 PREDIO ESCOLAR. JUA 1. 47160-000 Mansidão - BA."
301,73544,GRUPO ESCOLAR JOAO ANTONIO FIGUEREDO,BA,Mansidão,"RUA PRINCIPAL, AROEIRAS. ZONA RURAL. 47160-000 Mansidão - BA."
302,73545,GRUPO ESCOLAR PROFIRO LEAO DA ROCHA,BA,Mansidão,"POVOADO CADOZ, PREDIO. ARROEIRAS. 47160-000 Mansidão - BA."
303,73546,GRUPO ESCOLAR JOSE ORGETE DA SILVA,BA,Mansidão,"POVOADO DE ANGICAL, PREDIO. POVOADO. 47160-000 Mansidão - BA."
304,73547,GR ESC MAXIMO BATISTA DE OLIVEIRA,BA,Mansidão,"POVOADO CARAIBAL, PREDIO. POVOADO. 47160-000 Mansidão - BA."
305,73548,GR ESC DELIZIA BATISTA DE SOUZA,BA,Mansidão,"POVOADO DE MANSIDAO, PREDIO. POVOADO. 47160-000 Mansidão - BA."
306,73549,ESCOLA MUNICIPAL SAO GONCALO,BA,Mansidão,"RUA ULISSE GUIMARAES, S/N PREDIO. CENTRO. 47160-000 Mansidão - BA."
307,73550,GRUPO ESCOLAR PRESIDENTE COSTA E SILVA,BA,Mansidão,"DISTRITO DE AROREIRA, RUA FORENTINO BATIST. POVOADO. 47160-000 Mansidão - BA."
308,73551,ESCOLA SENHOR DO BONFIM,BA,Mansidão,"POV MANSIDAO, 47160-000 Mansidão - BA."
